PheCode	Phenotype	Socio-economic Quintile	Prevalence	Cases	Controls
728.7	Fasciitis	Total	0.08	355.0	470973.0
728.71	Contracture of palmar fascia [Dupuytren's disease]	Total	0.74	3522.0	470973.0
726.0	Peripheral enthesopathies and allied syndromes	Total	2.49	12027.0	470973.0
726.2	Synoviopathy	Total	0.1	483.0	470973.0
726.4	Calcaneal spur; Exostosis NOS	Total	0.01	54.0	470973.0
729.1	Rheumatism, unspecified and fibrositis	Total	0.1	467.0	470973.0
773.0	Pain in limb	Total	0.37	1835.0	498593.0
771.1	Swelling of limb	Total	0.23	1162.0	498117.0
743.2	Pathologic fracture	Total	0.01	35.0	494239.0
743.11	Osteoporosis NOS	Total	1.17	5856.0	494239.0
733.0	Other disorders of bone and cartilage	Total	0.24	1186.0	483416.0
733.8	Malunion and nonunion of fracture	Total	0.04	198.0	483416.0
733.2	Cyst of bone	Total	0.01	53.0	483416.0
743.9	Osteopenia or other disorder of bone and cartilage	Total	0.06	285.0	494239.0
710.11	Acute osteomyelitis	Total	0.0	12.0	458152.0
710.12	Chronic osteomyelitis	Total	0.01	54.0	458152.0
733.4	Aseptic necrosis of bone	Total	0.02	109.0	483416.0
731.1	Osteitis deformans [Paget's disease of bone]	Total	0.02	76.0	483416.0
710.3	Osteopathy resulting from poliomyelitis	Total	0.0	2.0	458152.0
756.5	Congenital osteodystrophies	Total	0.04	215.0	499270.0
732.7	Osteochondritis dissecans	Total	0.01	70.0	483416.0
738.0	Other acquired musculoskeletal deformity	Total	0.1	480.0	485349.0
858.0	Complication of internal orthopedic device	Total	1.06	5097.0	476287.0
722.8	Postlaminectomy syndrome	Total	0.02	86.0	487642.0
769.0	Nonallopathic lesions NEC	Total	0.0	1.0	500427.0
830.0	Dislocation	Total	0.54	2675.0	492462.0
580.11	Proliferative glomerulonephritis	Total	0.02	99.0	481142.0
580.12	Non-proliferative glomerulonephritis	Total	0.04	209.0	481142.0
593.0	Hematuria	Total	4.43	21350.0	460745.0
580.14	Chronic glomerulonephritis, NOS	Total	0.22	1055.0	481142.0
580.32	Nephritis and nephropathy with pathological lesion	Total	0.08	365.0	481142.0
269.0	Proteinuria	Total	0.1	513.0	499210.0
590.0	Pyelonephritis	Total	0.45	2076.0	460745.0
586.4	Stricture/obstruction of ureter	Total	0.28	1346.0	481142.0
599.1	Urinary obstruction	Total	0.05	237.0	466682.0
595.0	Hydronephrosis	Total	0.62	3061.0	489504.0
586.12	Vesicoureteral reflux	Total	0.01	43.0	481142.0
585.1	Acute renal failure	Total	1.89	9269.0	481142.0
585.3	Chronic renal failure [CKD]	Total	0.98	4779.0	481142.0
585.2	Renal failure NOS	Total	0.42	2042.0	481142.0
594.0	Urinary calculus	Total	0.13	656.0	489504.0
594.1	Calculus of kidney	Total	0.9	4470.0	489504.0
594.3	Calculus of ureter	Total	0.65	3218.0	489504.0
594.2	Calculus of lower urinary tract	Total	0.23	1105.0	489504.0
594.8	Renal colic	Total	0.5	2448.0	489504.0
588.1	Renal osteodystrophy	Total	0.0	10.0	481142.0
586.11	Small kidney	Total	0.06	301.0	481142.0
586.3	Vascular disorders of kidney/hypertrophy	Total	0.03	123.0	481142.0
586.2	Cyst of kidney, acquired	Total	0.44	2137.0	481142.0
586.0	Other disorders of the kidney and ureters	Total	0.35	1698.0	481142.0
592.1	Cystitis	Total	0.59	2728.0	460745.0
592.11	Acute cystitis	Total	0.04	188.0	460745.0
592.13	Chronic interstitial cystitis	Total	0.08	362.0	460745.0
592.12	Chronic cystitis	Total	0.26	1223.0	460745.0
596.5	Functional disorders of bladder	Total	0.43	2076.0	480785.0
596.0	Other disorders of bladder	Total	2.13	10467.0	480785.0
596.1	Bladder neck obstruction	Total	0.53	2571.0	480785.0
592.2	Urethritis and urethral syndrome	Total	0.03	154.0	460745.0
592.21	Urethral syndrome	Total	0.01	46.0	460745.0
597.1	Urethral stricture (not specified as infectious)	Total	0.96	4663.0	480785.0
592.3	Urethral stricture due to infecton	Total	0.0	6.0	460745.0
597.0	Other disorders of urethra and urinary tract	Total	0.22	1072.0	480785.0
618.1	Prolapse of vaginal walls	Total	1.96	9672.0	484670.0
599.0	Other symptoms/disorders or the urinary system	Total	1.93	9187.0	466682.0
591.0	Urinary tract infection	Total	3.83	18360.0	460745.0
599.4	Urinary incontinence	Total	2.48	11879.0	466682.0
624.9	stress incontinence, female	Total	1.51	7470.0	488771.0
600.0	Hyperplasia of prostate	Total	3.36	16487.0	474083.0
601.1	Prostatitis	Total	0.19	880.0	474083.0
601.11	Acute prostatitis	Total	0.07	345.0	474083.0
601.12	Chronic prostatitis	Total	0.26	1249.0	474083.0
602.0	Other disorders of prostate	Total	0.39	1861.0	474083.0
603.1	Hydrocele	Total	0.39	1853.0	472891.0
603.2	Spermatocele	Total	0.01	38.0	472891.0
603.0	Other disorders of testis	Total	0.26	1244.0	472891.0
609.1	Infertility, male	Total	0.02	74.0	472891.0
604.1	Redundant prepuce and phimosis/BXO	Total	0.77	3647.0	472891.0
604.0	Disorders of penis	Total	0.22	1043.0	472891.0
601.4	Balanoposthitis	Total	0.08	380.0	474083.0
601.8	Other inflammatory disorders of male genital organs	Total	0.08	386.0	474083.0
608.0	Other disorders of male genital organs	Total	0.76	3632.0	472891.0
610.8	Other specified benign mammary dysplasias	Total	0.18	863.0	491692.0
610.1	Cystic mastopathy	Total	0.21	1016.0	491692.0
610.2	Fibroadenosis of breast	Total	0.07	360.0	491692.0
610.3	Fibrosclerosis of breast	Total	0.07	362.0	491692.0
613.1	Inflammatory disease of breast	Total	0.18	909.0	498194.0
612.2	Hypertrophy of breast (Gynecomastia)	Total	0.21	1051.0	491692.0
611.3	Lump or mass in breast	Total	0.41	2041.0	491692.0
613.0	Other nonmalignant breast conditions	Total	0.0	12.0	498194.0
612.1	Galactorrhea	Total	0.0	13.0	491692.0
613.5	Mastodynia	Total	0.02	103.0	498194.0
613.7	Other signs and symptoms in breast	Total	0.12	621.0	498194.0
613.8	Other specified disorders of breast	Total	0.09	455.0	498194.0
613.9	Breast disorder NOS	Total	0.04	216.0	498194.0
614.3	Pelvic inflammatory disease (PID)	Total	0.04	195.0	489046.0
614.31	Acute inflammatory pelvic disease	Total	0.01	63.0	489046.0
614.32	Chronic inflammatory pelvic disease	Total	0.11	549.0	489046.0
614.5	Inflammatory disease of cervix, vagina, and vulva	Total	0.04	207.0	489046.0
614.4	Inflammatory diseases of uterus, except cervix	Total	0.08	378.0	489046.0
614.51	Cervicitis and endocervicitis	Total	0.29	1431.0	489046.0
614.0	Inflammatory diseases of female pelvic organs	Total	0.01	26.0	489046.0
614.33	Pelvic inflammatory disease, NOS	Total	0.08	385.0	489046.0
614.1	Pelvic peritoneal adhesions, female (postoperative) (postinfection)	Total	0.71	3475.0	489046.0
614.53	Cyst or abscess of Bartholin's gland	Total	0.19	929.0	489046.0
614.52	Vaginitis and vulvovaginitis	Total	0.1	514.0	489046.0
614.54	Abscess or ulceration of vulva	Total	0.07	347.0	489046.0
615.0	Endometriosis	Total	1.01	4975.0	489046.0
618.2	Uterine/Uterovaginal prolapse	Total	1.43	7029.0	484670.0
618.6	Vaginal enterocele, congenital or acquired	Total	0.18	878.0	484670.0
618.0	Genital prolapse	Total	0.12	561.0	484670.0
617.0	Disorders secondary to childbirth, surgery, trauma	Total	0.08	409.0	484670.0
619.1	Noninflammatory disorders of ovary, fallopian tube, and broad ligament	Total	0.2	992.0	488638.0
628.0	Ovarian cyst	Total	1.28	6019.0	463077.0
624.2	Atrophy of female genital tract	Total	0.13	649.0	488771.0
622.1	Polyp of corpus uteri	Total	2.12	10504.0	484324.0
622.2	Mucous polyp of cervix	Total	0.83	4067.0	484324.0
622.0	Polyp of female genital organs	Total	0.06	281.0	484324.0
621.0	Endometrial hyperplasia	Total	0.3	1474.0	484324.0
623.0	Hypertrophy of female genital organs	Total	0.34	1640.0	484324.0
674.0	Other complications of the puerperium NEC	Total	0.07	362.0	499745.0
619.2	Disorders of uterus, NEC	Total	0.9	4442.0	488638.0
626.0	Disorders of menstruation and other abnormal bleeding from female genital tract	Total	0.44	2069.0	463077.0
619.3	Noninflammatory disorders of cervix	Total	0.71	3495.0	488638.0
624.0	Symptoms involving female genital tract	Total	0.0	23.0	488771.0
620.0	Dysplasia of female genital organs	Total	0.02	110.0	484324.0
619.4	Noninflammatory disorders of vagina	Total	0.42	2078.0	488638.0
626.1	Irregular menstrual cycle/bleeding	Total	0.45	2115.0	463077.0
624.1	Dystrophy of female genital tract	Total	0.08	375.0	488771.0
619.5	Noninflammatory disorders of vulva and perineum	Total	0.36	1784.0	488638.0
626.11	Absent or infrequent menstruation	Total	0.03	145.0	463077.0
626.12	Excessive or frequent menstruation	Total	2.37	11256.0	463077.0
626.14	Irregular menstrual bleeding	Total	0.97	4534.0	463077.0
627.4	Premenopausal menorrhagia	Total	0.08	382.0	463077.0
626.13	Irregular menstrual cycle	Total	0.45	2099.0	463077.0
625.0	Pain and other symptoms associated with female genital organs	Total	0.49	2395.0	488771.0
626.21	Mittelschmerz	Total	0.01	31.0	463077.0
625.1	Dyspareunia	Total	0.26	1297.0	488771.0
626.4	Premenstrual tension syndromes	Total	0.04	174.0	463077.0
626.2	Dysmenorrhea	Total	0.41	1923.0	463077.0
619.0	Noninflammatory female genital disorders	Total	0.05	231.0	488638.0
627.1	Postmenopausal bleeding	Total	2.47	11705.0	463077.0
627.2	Symptomatic menopause	Total	0.05	232.0	463077.0
627.3	Postmenopausal atrophic vaginitis	Total	0.33	1552.0	463077.0
627.0	Menopausal and postmenopausal disorders	Total	0.16	737.0	463077.0
634.0	Miscarriage; stillbirth	Total	1.14	5663.0	490289.0
626.8	Infertility, female	Total	0.28	1313.0	463077.0
626.15	Infertility, female, associated with anovulation	Total	0.0	12.0	463077.0
80.0	Postoperative infection	Total	1.24	6184.0	492828.0
618.5	Prolapse of vaginal vault after hysterectomy	Total	0.13	641.0	484670.0
597.2	Urinary complications NEC	Total	0.02	111.0	480785.0
634.3	Ectopic pregnancy	Total	0.07	361.0	490289.0
634.1	Missed abortion/Hydatidiform mole	Total	0.32	1557.0	490289.0
642.0	Hypertension complicating pregnancy, childbirth, and the puerperium	Total	0.27	1334.0	498836.0
649.0	Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium	Total	0.03	152.0	499977.0
646.0	Other complications of pregnancy NEC	Total	0.64	3186.0	497242.0
642.1	Preeclampsia and eclampsia	Total	0.09	435.0	498836.0
636.3	Hemorrhage in early pregnancy	Total	0.23	1147.0	490289.0
643.0	Excessive vomiting in pregnancy	Total	0.03	140.0	500118.0
643.1	Hyperemesis gravidarum	Total	0.04	197.0	500118.0
671.0	Venous/cerebrovascular complications embolism in pregnancy and the puerperium	Total	0.05	262.0	499745.0
647.1	Infections of genitourinary tract during pregnancy	Total	0.07	375.0	499884.0
649.1	Diabetes or abnormal glucose tolerance complicating pregnancy	Total	0.06	309.0	499977.0
857.0	Mechanical complication of unspecified genitourinary device, implant, and graft	Total	0.4	1903.0	476287.0
669.0	Complications of labor and delivery NEC	Total	0.71	3503.0	489956.0
656.0	Other perinatal conditions of fetus or newborn	Total	0.14	718.0	499703.0
651.0	Multiple gestation	Total	0.09	467.0	499961.0
652.0	Malposition and malpresentation of fetus or obstruction	Total	0.46	2273.0	495118.0
654.1	Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium	Total	0.33	1626.0	495118.0
636.8	Cervical incompetence	Total	0.01	64.0	490289.0
655.0	Known or suspected fetal abnormality affecting management of mother	Total	1.18	5887.0	494541.0
679.0	Complications of in utero procedures	Total	0.01	69.0	500359.0
654.2	Rhesus isoimmunization in pregnancy	Total	0.07	366.0	495118.0
653.0	Problems associated with amniotic cavity and membranes	Total	0.41	2051.0	495118.0
635.2	Antepartum hemorrhage, abruptio placentae, and placenta previa	Total	0.24	1168.0	490289.0
794.0	Abnormal results of other function studies (bladder, pancreas, placenta, spleen, etc)	Total	0.03	162.0	500266.0
636.0	Early or threatened labor; hemorrhage in early pregnancy	Total	0.28	1354.0	490289.0
645.0	Late pregnancy and failed induction	Total	0.33	1632.0	498796.0
636.2	Early onset of delivery	Total	0.17	859.0	490289.0
661.0	Fetal distress and abnormal forces of labor	Total	0.58	2850.0	489956.0
663.0	Umbilical cord complications during labor and delivery	Total	0.16	798.0	489956.0
665.0	Obstetrical/birth trauma	Total	1.39	6899.0	489956.0
635.0	Hemorrhage during pregnancy; childbirth and postpartum	Total	0.0	5.0	490289.0
635.3	Placenta previa and abruptio placenta	Total	0.34	1679.0	490289.0
286.3	Coagulation defects complicating pregnancy or postpartum	Total	0.02	81.0	496348.0
668.0	Complications of the administration of anesthetic or other sedation in labor and delivery	Total	0.01	56.0	489956.0
647.0	Infectious and parasitic complications affecting pregnancy	Total	0.02	124.0	499884.0
650.0	Normal delivery	Total	0.53	2631.0	497797.0
647.3	Major puerperal infection	Total	0.01	59.0	499884.0
654.0	Other and unspecified complications of birth; puerperium affecting management of mother	Total	0.02	98.0	495118.0
676.0	Other disorders of the breast associated with childbirth and disorders of lactation	Total	0.02	80.0	499745.0
644.0	Anemia during pregnancy	Total	0.23	1166.0	499262.0
658.0	Maternal complication of pregnancy affecting fetus or newborn	Total	0.0	4.0	500424.0
637.0	Short gestation; low birth weight; and fetal growth retardation	Total	0.0	3.0	490252.0
656.26	Transitory tachypnea or apnea of newborn	Total	0.0	2.0	499703.0
656.22	Interstitial emphysema and related conditions of newborn	Total	0.0	1.0	499703.0
747.0	Cardiac and circulatory congenital anomalies	Total	0.01	36.0	496162.0
656.5	Hematological disorders of newborn	Total	0.0	1.0	499703.0
656.7	Conditions involving the integument and temperature regulation of fetus and newborn	Total	0.0	3.0	499703.0
752.1	Neural tube defects	Total	0.02	88.0	499680.0
752.0	Nervous system congenital anomalies	Total	0.0	9.0	499680.0
752.11	Spina bifida	Total	0.06	281.0	499680.0
747.1	Cardiac congenital anomalies	Total	0.06	299.0	496162.0
749.0	Congenital anomalies of face and neck	Total	0.07	332.0	499993.0
753.0	Congenital anomalies of the eye	Total	0.01	56.0	499680.0
753.1	Congenital cataract and lens anomalies	Total	0.02	95.0	499680.0
753.2	Congenital anomalies of posterior segment of eye	Total	0.0	22.0	499680.0
747.11	Cardiac shunt/ heart septal defect	Total	0.16	798.0	496162.0
747.12	Valvular heart disease/ heart chambers	Total	0.07	368.0	496162.0
747.2	Congenital anomalies of peripheral vascular system	Total	0.05	234.0	496162.0
748.0	Anomalies of respiratory system, congenital	Total	0.02	76.0	499993.0
750.13	Congenital anomalies of mouth/tongue	Total	0.05	270.0	497444.0
750.1	Upper gastrointestinal congenital anomalies	Total	0.01	32.0	497444.0
750.14	Congenital anomalies of esophagus	Total	0.01	65.0	497444.0
750.11	Esophageal atresia/tracheoesophageal fistula	Total	0.01	56.0	497444.0
750.5	Congenital hypertrophic pyloric stenosis	Total	0.0	1.0	497444.0
750.15	Congenital anomalies of stomach	Total	0.01	66.0	497444.0
750.21	Congenital anomalies of intestine	Total	0.06	300.0	497444.0
750.22	Congenital anomaly of gallbladder, bile ducts, liver, pancreas	Total	0.03	166.0	497444.0
750.0	Digestive congenital anomalies	Total	0.0	6.0	497444.0
750.2	Lower gastrointestinal congenital anomalies	Total	0.0	19.0	497444.0
751.11	Congenital anomalies of female genital organs	Total	0.12	581.0	497444.0
751.1	Congenital anomalies of genital organs	Total	0.01	53.0	497444.0
751.12	Congenital anomalies of male genital organs	Total	0.06	278.0	497444.0
751.22	Other specified congenital anomalies of kidney	Total	0.1	503.0	497444.0
751.21	Cystic kidney disease	Total	0.12	599.0	497444.0
751.3	Obstructive genitourinary defect	Total	0.01	26.0	497444.0
751.2	Congenital anomalies of urinary system	Total	0.02	113.0	497444.0
755.61	Congenital hip dysplasia and deformity	Total	0.03	148.0	499270.0
755.1	Congenital deformities of feet	Total	0.06	292.0	499270.0
754.0	Congenital musculoskeletal deformities of spine	Total	0.03	144.0	499270.0
756.21	Pectus excavatum	Total	0.0	22.0	499270.0
756.22	Pectus carinatum	Total	0.0	2.0	499270.0
756.0	Other congenital musculoskeletal anomalies	Total	0.02	79.0	499270.0
755.4	Congenital anomalies of upper limb, including shoulder girdle	Total	0.01	61.0	499270.0
755.6	Other congenital anomalies of lower limb, including pelvic girdle	Total	0.01	74.0	499270.0
755.3	Congenital anomaly of fingers/toes	Total	0.01	38.0	499270.0
755.0	Congenital anomalies of limbs	Total	0.0	7.0	499270.0
749.2	Congenital anomalies of skull and face bones	Total	0.01	31.0	499993.0
754.2	Spondylolisthesis, congenital	Total	0.0	3.0	499270.0
756.2	Pectus and other congenital anomalies of ribs/sternum	Total	0.0	8.0	499270.0
756.1	Congenital anomalies of abdominal wall; diaphram	Total	0.01	31.0	499270.0
756.3	Congenital anomalies of muscle, tendon, fascia, and connective tissue	Total	0.02	112.0	499270.0
691.1	Ichthyosis congenita	Total	0.0	16.0	494289.0
691.0	Congenital anomalies of skin	Total	0.02	108.0	494289.0
757.0	Congenital anomalies of the integument	Total	0.0	22.0	499418.0
691.3	Congenital pigmentary anomalies of skin	Total	0.01	28.0	494289.0
217.0	Vascular hamartomas and non-neoplastic nevi	Total	0.01	72.0	488548.0
612.3	Congenital anomalies of breast	Total	0.02	112.0	491692.0
199.4	Neurofibromatosis	Total	0.03	126.0	447279.0
759.0	Other and unspecified congenital anomalies	Total	0.04	175.0	499418.0
758.0	Chromosomal anomalies and genetic disorders	Total	0.02	118.0	499418.0
759.1	Anomalies of endocrine glands, congenital	Total	0.02	121.0	499418.0
758.1	Chromosomal anomalies	Total	0.03	149.0	499418.0
396.0	Abnormal heart sounds	Total	0.34	1677.0	489731.0
427.7	Tachycardia NOS	Total	0.77	3580.0	458792.0
427.9	Palpitations	Total	1.2	5594.0	458792.0
791.0	Gangrene	Total	0.19	956.0	499472.0
402.0	Elevated blood pressure reading without diagnosis of hypertension	Total	0.56	2189.0	386883.0
458.0	Hypotension	Total	0.37	1732.0	467602.0
516.1	Hemoptysis	Total	0.6	2987.0	497319.0
477.0	Epistaxis or throat hemorrhage	Total	0.72	3447.0	475549.0
512.8	Cough	Total	0.94	4601.0	486150.0
512.7	Shortness of breath	Total	1.88	9301.0	486150.0
512.1	Wheezing	Total	0.08	403.0	486150.0
513.31	Apnea	Total	0.0	8.0	499660.0
513.4	Hyperventilation	Total	0.07	364.0	499660.0
293.0	Symptoms involving head and neck	Total	0.56	2781.0	496422.0
512.9	Other dyspnea	Total	0.27	1316.0	486150.0
478.0	Throat pain	Total	0.11	514.0	475549.0
512.2	Painful respiration	Total	0.07	324.0	486150.0
418.1	Precordial pain	Total	1.23	5707.0	456718.0
418.0	Nonspecific chest pain	Total	8.13	40395.0	456718.0
509.5	Respiratory arrest	Total	0.04	199.0	482092.0
516.0	Abnormal sputum	Total	0.03	134.0	497319.0
429.3	Symptoms involving cardiovascular system	Total	0.06	300.0	490466.0
789.0	Nausea and vomiting	Total	3.45	17244.0	483184.0
530.9	Heartburn	Total	0.66	2932.0	442592.0
532.0	Dysphagia	Total	2.2	9962.0	442592.0
561.2	Flatulence	Total	0.67	2643.0	394601.0
561.0	Symptoms involving digestive system	Total	5.08	21115.0	394601.0
579.2	Splenomegaly	Total	0.14	670.0	466397.0
573.3	Hepatomegaly	Total	0.09	458.0	486179.0
573.5	Jaundice (not of newborn)	Total	0.26	1290.0	486179.0
572.0	Ascites (non malignant)	Total	0.5	2462.0	486179.0
579.0	Other symptoms involving abdomen and pelvis	Total	0.34	1576.0	466397.0
579.8	Nonspecific abnormal findings in stool contents	Total	0.61	2869.0	466397.0
687.4	Disturbance of skin sensation	Total	0.83	4130.0	492407.0
687.2	Localized superficial swelling, mass, or lump	Total	0.06	295.0	492407.0
293.1	Swelling, mass, or lump in head and neck [Space-occupying lesion, intracranial NOS]	Total	0.25	1236.0	496422.0
519.9	Symptoms involving respiratory system and other chest symptoms	Total	0.09	423.0	485913.0
771.0	Musculoskeletal symptoms referable to limbs	Total	0.23	1161.0	498117.0
687.0	Symptoms affecting skin	Total	0.07	361.0	492407.0
782.6	Pallor and flushing	Total	0.05	270.0	497223.0
287.1	Spontaneous ecchymoses	Total	0.04	182.0	496348.0
687.3	Changes in skin texture	Total	0.03	152.0	492407.0
